Cites;Authors;title;Year;Source;Publisher;ArticleURL;CitesURL;GSRank;QueryDate;Type;DOI;ISSN;CitationURL;Volume;Issue;StartPage;EndPage;ECC;CitesPerYear;CitesPerAuthor;AuthorCount;Age;Abstract;FullTextURL;RelatedURL
0;K Beringui, EPS Justo, A De Falco, ...;assessment of air quality changes during covid-19 partial lockdown in a brazilian metropolis from lockdown to economic opening of rio de janeiro brazil;2021;Air Quality, Atmosphere …;Springer;https://link.springer.com/article/10.1007/s11869-021-01127-2;;39;16.12.2021 01:42;HTML;10.1007/s11869-021-01127-2;;;;;;;0;0;0;4;1;During the COVID-19 pandemic, restrictive measures are taken by several cities around the world, as well as Rio de Janeiro, reducing routine activities in large urban centers and primary pollutant emissions. This study aims to assess air quality during this partial …;https://link.springer.com/article/10.1007/s11869-021-01127-2;
0;UO Salisu, AA Akanmu, SM Sanni, ...;covid-19-related socio-economic impacts and palliative care deliveries during lockdown in nigeria a case study;2021;… Journal of Logistics …;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/13675567.2021.1939665;;42;16.12.2021 01:42;;10.1080/13675567.2021.1939665;;;;;;;0;0;0;4;1;The response to the COVID-19 pandemic has had devastating socio-economic consequences for millions of people, households and communities worldwide. Towards containing the spread of the pandemic, lockdown measures were imposed by various …;;https://scholar.google.com/scholar?q=related:Jo2zdG2611QJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
0;R Plat, M Vasile, C Quantin, C Arquizan, ...;the effects of the covid-19 lockdown and socio-economic factors on stroke hospitalizations in france;2021;European Journal of …;academic.oup.com;https://academic.oup.com/eurpub/article-abstract/31/Supplement_3/ckab164.842/6405377;;52;16.12.2021 01:42;;;;;;;;;0;0;0;5;1;Background Worldwide, the COVID-19 pandemic has been associated with a drop in overall stroke hospitalizations. Additionally, there is a well-known association between stroke and socioeconomic status. This study aims to assess the COVID-19 effect on stroke admissions …;;
0;YI Vaslavsky;public-private partnership in fighting the covid-19 global economic lockdown;2021;IOP Conference Series: Earth and Environmental …;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1755-1315/650/1/012047/meta;;53;16.12.2021 01:42;;10.1088/1755-1315/650/1/012047;;;;;;;0;0;0;1;1;The COVID-19 pandemic dealt a serious blow to national socio-economic systems, causing the deepest economic crisis since the Great Depression. Neither national economies and their states, nor national health and social welfare systems, nor private business, nor the …;https://iopscience.iop.org/article/10.1088/1755-1315/650/1/012047/pdf;https://scholar.google.com/scholar?q=related:Fj3RLgeddysJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
0;M Gautam, DS Yadav, SB Agrawal, M Agrawal;socio-economic insinuations and air quality status in india due to covid-19 pandemic lockdown;2021;COVID-19;Springer;https://link.springer.com/chapter/10.1007/978-981-16-3856-5_4;;55;16.12.2021 01:42;;10.1007/978-981-16-3856-5_4;;;;;;;0;0;0;4;1;Abstract In India,“Janta Curfew” with complete lockdown was imposed on 22 March 2020 to culminate the disease spread of COVID-19. Nationwide lockdown has created a socio-economic crisis, which has led to many human problems such as loneliness, mental …;;
0;M Coccia;effects of a longer duration of lockdown on covid-19 related infected individuals and deaths and on economic growth of countries;2021;Science of The Total Environment, STOTEN_145801 …;papers.ssrn.com;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3792219;;58;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;The novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) that causes the Coronavirus Disease 2019 (COVID-19) is still circulating in 2021 with new mutations and the state of emergency remains in manifold countries. Countries have applied in 2020 …;https://www.academia.edu/download/65886190/0._2021._Paper_Coccia_STOTEN_R_.pdf;https://scholar.google.com/scholar?q=related:KFkhiU_E9s0J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
0;A Kar, HTK Le, HJ Miller;what is essential travel socio-economic differences in travel demand during the covid-19 lockdown;2021;;osf.io;https://osf.io/preprints/qtkhb/;;60;16.12.2021 01:42;;;;;;;;;0;0;0;3;1;The COVID-19 pandemic has profoundly reshaped urban mobility. During the lockdown, workers teleworked if possible and left home only for essential activities. Our study investigates the spatial patterns of essential travel and their socio-economic differences …;https://osf.io/qtkhb/download;https://scholar.google.com/scholar?q=related:k3HCG7YyaxwJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
0;M Bordignon, F Franzoni, ...;follow the leader the electoral effect of the covid-19 economic lockdown;2021;Available at SSRN …;papers.ssrn.com;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3959102;;63;16.12.2021 01:42;;;;;;;;;0;0;0;3;1;We study the effect of the COVID-19 economic lockdown on electoral outcomes using data on municipal elections in Italy. We implement a difference-in-differences approach that exploits the variation across municipalities in the share of inactive workers due to the …;;
0;PC Mohanty, JJ Jaimon;economic impact of covid-19-induced lockdown on rural households;2021;Economic & Political Weekly;channeli.in;https://channeli.in/media/faculty_biodata/papers/d87c43ae-2a6b-4b42-b7c7-b9521ba6818c.pdf;;64;16.12.2021 01:42;PDF;;;;;;;;0;0;0;2;1;Through a series of data visualisations, the article attempts to illustrate the economic repercussions of the COVID-19-induced lockdown of 2020 on rural households. It focuses on how consumption, labour and income, healthcare, access to relief programmes and …;https://channeli.in/media/faculty_biodata/papers/d87c43ae-2a6b-4b42-b7c7-b9521ba6818c.pdf;
0;Y Kumbhare;review of socio-economic and psychological aspects of lockdown during covid-19 pandemic;2021;Bioscience Biotechnology Research …;pesquisa.bvsalud.org;https://pesquisa.bvsalud.org/global-literature-on-novel-coronavirus-2019-ncov/resource/pt/covidwho-1468928;;65;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;The COVID-19 wasdeclared as pandemic on March 11 2020 by WHO., which proved to be the most pervasive and deadliest pandemic of 21st century. The flu-like illness resulted in millions of deaths. Coronavirus is a respiratory virus, which means that it infects a host …;;
0;B Afolabi, SM Abatan, RN Atsuwa;the covid-19 pandemic lockdown and its future economic and demographic implications on nigeria;2021;;researchsquare.com;https://www.researchsquare.com/article/rs-385893/latest.pdf;;67;16.12.2021 01:42;PDF;;;;;;;;0;0;0;3;1;Background: The coronavirus pandemic (COVID-19) associated with acute respiratory syndrome believed to have emanated from Wuhan, China in 2019 has led to serious implications on fertility, economic challenges and intimate partner violence (IPV) in Nigeria …;https://www.researchsquare.com/article/rs-385893/latest.pdf;https://scholar.google.com/scholar?q=related:mzPOUqqQ1vsJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
0;K Nyabeze, W Chikoko;socio-economic impact of covid-19 lockdown measures on the informal sector livelihoods in zimbabwe;2021;African Journal of Social Work;ajol.info;https://www.ajol.info/index.php/ajsw/article/view/215263;;68;16.12.2021 01:42;;;;;;;;;0;0;0;2;1;The paper interrogates the socio-economic impact of lockdown measures on street vendors' livelihoods in Zimbabwe. The study draws literature from a global, regional and national perspective with the utility of the capabilities approach in conceptualising the problem. The …;https://www.ajol.info/index.php/ajsw/article/view/215263/203020;
0;P Chima, JO FATILE;coronavirus covid-19 lockdown policy measures and socio-economic development of the nigerian state critiquing the present and envisaging the future ;2021;FROM THE EDITOR'S DESK;bvimsr.org;https://bvimsr.org/wp-content/uploads/2021/08/BJMR-April2021.pdf#page=30;;69;16.12.2021 01:42;PDF;;;;;;;;0;0;0;2;1;Utilizing bibliographic documentation and descriptive-analytic method, this paper reviews and critiques the on-going lockdown policy measures in Nigeria with the view to unraveling the present and future socioeconomic impacts of the policy on the development of the …;https://bvimsr.org/wp-content/uploads/2021/08/BJMR-April2021.pdf#page=30;
0;VD Joshi;addressing the post covid-19 economic consequences of lockdown in india;2021;Turkish Journal of Computer and Mathematics …;turcomat.org;https://turcomat.org/index.php/turkbilmat/article/view/2942;;71;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;On account of the national closedown, the economy has suffered a severe slump. The reduced purchase of goods and services has lead to slow down of domestic manufacturing and agricultural sectors, leading to severe unemployment in urban industrial areas and …;https://turcomat.org/index.php/turkbilmat/article/download/2942/2514;https://scholar.google.com/scholar?q=related:LFT7rC9iML4J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
0;FN Onah, CO Ugwuibe;the socio-economic effects of covid-19 lockdown in nigeria implications on micro and macro economy;2021;Journal of Social Development in …;search.proquest.com;https://search.proquest.com/openview/9831adca3bc528f955ee4c072d96932a/1?pq-origsite=gscholar&cbl=536315;;74;16.12.2021 01:42;;;;;;;;;0;0;0;2;1;Many countries across the planet are facing unprecedented challenges as a result of COVID-19 infections. Nigeria, Africa's most populous country is no exception. The government has implemented a range of measures to curb the spread of the pandemic, including closure of …;;
0;H Chitimira, F Hamadziripi;the socio-economic effects of the covid-19 national lockdown on south africa and its response to the covid-19 pandemic;2021;Acta Universitatis Danubius. Juridica;ceeol.com;https://www.ceeol.com/content-files/document-978582.pdf;;75;16.12.2021 01:42;;;;;;;;;0;0;0;2;1;The coronavirus (COVID-19) pandemic has caused a global public health emergency. In the absence of approved and effective prophylactics and therapeutics, almost all countries have resorted to some version of national lockdown coupled with social distancing and enhanced …;https://dj.univ-danubius.ro/index.php/AUDJ/article/download/777/1209;https://scholar.google.com/scholar?q=related:BVNPrgMAK8YJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
0;M Bordignon, F Franzoni, M Gamalerio;follow the leader the electoral effect of the covid-19 economic lockdown preprint;2021;;pesquisa.bvsalud.org;https://pesquisa.bvsalud.org/global-literature-on-novel-coronavirus-2019-ncov/resource/pt/ppcovidwho-292125;;77;16.12.2021 01:42;;;;;;;;;0;0;0;3;1;We study the effect of the COVID-19 economic lockdown on electoral outcomes using data on municipal elections in Italy. We implement a difference-in-differences approach that exploits the variation across municipalities in the share of inactive workers due to the …;;
0;A Okuduwor, R Morris, J Ozigbu;economic implications of covid-19 lockdown on fish suppliers in port harcourt city rivers state nigeria;2021;Asian Journal of Economics …;globalpresshub.com;https://globalpresshub.com/index.php/AJEFM/article/view/1245;;79;16.12.2021 01:42;;;;;;;;;0;0;0;3;1;This study examined the economic implications of covid-19 lockdown on fish in Port Harcourt city, Rivers State. The objectives of the study are to describe the socio-economic characteristics of fish suppliers in the study area, estimate the sources of fish supply during …;https://globalpresshub.com/index.php/AJEFM/article/download/1245/1038;
0;Y Nugraha;covid-19 in italy impact of lockdown in italy on socio-economic situation;2021;Journal of Social Science;jsss.co.id;http://www.jsss.co.id/index.php/jsss/article/view/113;;81;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;The COVID-19 outbreak in Italy ranks third most in the world with very continued growth over time. The purpose of this article is to discuss the case of COVID-19 in Italy and its impact on socioeconomic life as well as international relations between Italy and other countries. This …;http://www.jsss.co.id/index.php/jsss/article/download/113/142;https://scholar.google.com/scholar?q=related:fWJ4KtFRSHkJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
0;S Moosa, A Ibrahim, SK Usman;qualitative report socio-economic impact of covid-19 in the maldives social sector experiences during the covid-19 pandemics lockdown in the maldives;2021;;saruna.mnu.edu.mv;http://saruna.mnu.edu.mv/jspui/bitstream/123456789/11639/1/SE-impact-of-COVID19-qualitative-report_final.pdf;;84;16.12.2021 01:42;PDF;;;;;;;;0;0;0;3;1;Social protection and continuity of social services are essential aspects in any crisis situation. However, during pandemic situations protection and provision of services are extremely challenging. This report draws on the experiences of government agencies and …;http://saruna.mnu.edu.mv/jspui/bitstream/123456789/11639/1/SE-impact-of-COVID19-qualitative-report_final.pdf;
0;I Sataic;attitudes about the economic impact of the covid-19 lockdown in the republic of croatia on micro small and medium enterprises;2021;European Journal of Economics;diamondopen.com;https://diamondopen.com/journals/eje/article/view/44;;85;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;SARS-CoV-2 is a novel virus in the coronavirus family that affect humans which causes COVID-19 disease. It was first detected in the town Wuhan in China at the end of 2019 and later spread all over the world. The first COVID-19 case in Croatia was detected on February …;https://diamondopen.com/journals/eje/article/download/44/15;
0;AN Ogbolu, E Endang;digital devide an analysis of the socio-economic impact of extended internet access to university students during the covid-19 lockdown a case study of ;2021;Proceeding …;jurnal.poltekkespalembang.ac.id;https://jurnal.poltekkespalembang.ac.id/index.php/icohsst/article/view/730;;86;16.12.2021 01:42;;;;;;;;;0;0;0;2;1;Across the globe, it is has been reported that only a little over fifty percent of total households have internet connection. This situation is now being highlighted by the recent outbreak of the SARS CoV–2 Coronavirus (COVID 19) which has sent the World? s economy into a …;https://jurnal.poltekkespalembang.ac.id/index.php/icohsst/article/download/730/333;https://scholar.google.com/scholar?q=related:e4ecqA077JEJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
